Price,Date,Close,High,Low,Open,Volume
621,2025-06-26,200.5777130126953,202.2142668779585,199.04095514509618,201.00680230384165,50799100
622,2025-06-27,200.6575469970703,202.79305039965564,199.57981417332658,201.46584280819525,73188600
623,2025-06-30,204.7389373779297,206.95427439094752,198.84135059390303,201.58557286233471,91912800
624,2025-07-01,207.3833770751953,209.74839282792448,205.70689884063935,206.23578409144605,78788900
625,2025-07-02,211.99366760253906,212.8917706186518,207.7026988246806,208.47108532398713,67941800
626,2025-07-03,213.10133361816406,214.1990133776075,211.3649838836884,211.70426588787655,34955800
627,2025-07-07,209.50889587402344,215.77570049162512,208.36131809352125,212.23315593085263,50229000
628,2025-07-08,209.5687713623047,210.98578616820197,208.01205130024096,209.658593847986,42848900
629,2025-07-09,210.69639587402344,210.8859991217609,206.78463359109693,209.0897778625777,48749400
630,2025-07-10,211.9637451171875,213.03148920420767,209.58874045798783,210.06772774811225,44443600
631,2025-07-11,210.7163543701172,211.68431760849728,209.41908263784933,210.12759762046792,39765800
632,2025-07-14,208.1816864013672,210.46688365912564,207.10395364435493,209.48893166698292,38840100
633,2025-07-15,208.67066955566406,211.44482767792792,208.48106630115817,208.7804390594974,42296300
634,2025-07-16,209.7184600830078,211.9537441254909,208.20164932080104,209.85816533566302,47490500
635,2025-07-17,209.57875061035156,211.3550095983717,209.14964612579556,210.12759810142074,48068100
636,2025-07-18,210.73631286621094,211.34503189230253,209.25942654413325,210.42696659875526,48974600
637,2025-07-21,212.03358459472656,215.32665448510335,211.18537954340883,211.65439331220318,51377400
638,2025-07-22,213.9495391845703,214.49838667908332,211.78410018506472,212.69219192810166,46404100
639,2025-07-23,213.7000732421875,214.69797228179937,211.9637386583707,214.54829351654996,46989300
640,2025-07-24,213.31089782714844,215.23685093304425,213.08138530657155,213.45060308663847,46022600
641,2025-07-25,213.43064880371094,214.7877920897316,212.95164630742312,214.24891808809048,40268800
642,2025-07-28,213.6002960205078,214.39861831079742,212.61237047326716,213.5803337758995,37858000
643,2025-07-29,210.8261260986328,214.3586818606333,210.37707459375494,213.73000061776605,51411700
644,2025-07-30,208.6107940673828,211.94377315400357,207.28358653790625,211.454797150492,45512500
645,2025-07-31,207.1339111328125,209.39913099136336,206.72476887181696,208.0519764228089,80698400
646,2025-08-01,201.95480346679688,213.13126916468397,201.07664747870345,210.4269561886582,104434500
647,2025-08-04,202.9227752685547,207.44325668811337,201.25627047720934,204.0803265791815,75109300
648,2025-08-05,202.49366760253906,204.90858140720596,201.73526982787092,202.97265486934364,44155100
649,2025-08-06,212.8019561767578,214.9274858636443,205.15804638253505,205.1979708684584,108483100
650,2025-08-07,219.56771850585938,220.38600300495352,216.12496995802366,218.42014073215765,90224800
651,2025-08-08,228.86813354492188,230.51466074526758,218.78934791515115,220.36603010589778,113854000
652,2025-08-11,226.95997619628906,229.33767612130436,224.54232171734583,227.6992650180531,61806100
653,2025-08-12,229.42758178710938,230.57647717809445,226.8500938879156,227.78917070894937,55626200
654,2025-08-13,233.10403442382812,234.77241529044048,230.2068337695816,230.8462285986664,69878500
655,2025-08-14,232.5545654296875,234.89229562265464,230.6264418350812,233.83332460758467,51916300
656,2025-08-15,231.36570739746094,234.0531046408583,229.11788646444978,233.77337703316005,56038700
657,2025-08-18,230.66639709472656,232.89423321308522,229.88715369469057,231.47561022214762,37476200
658,2025-08-19,230.3367156982422,232.64447617946885,229.1278960385577,231.05601964615855,39402600
659,2025-08-20,225.79110717773438,230.24679444121838,225.55134937034353,229.75726351111018,42263900
660,2025-08-21,224.68218994140625,226.30063142153253,223.56327948127884,226.05087353353895,30621200
661,2025-08-22,227.53941345214844,228.8681272027074,225.1916985271248,225.95095699429655,42477800
662,2025-08-25,226.94000244140625,229.07792927219558,226.01089520624416,226.26065308481304,30983100
663,2025-08-26,229.08792114257812,229.26775474756235,224.4724002828088,226.65028173376106,54575100
664,2025-08-27,230.26678466796875,230.676376013076,228.03893336267103,228.38860049855515,31259500
665,2025-08-28,232.33477783203125,233.18396075811214,229.11789497993007,230.59647266873003,38074700
666,2025-08-29,231.91517639160156,233.15398096397084,231.145917853049,232.28481317583598,39418400
667,2025-09-02,229.49752807617188,230.62643860177437,226.75019132336067,229.02798202980685,44075600
668,2025-09-03,238.2390594482422,238.6186963224971,234.133039090421,236.98028515930878,66427800
669,2025-09-04,239.5477752685547,239.66765417218173,236.51072617258424,238.21906152531412,47549400
670,2025-09-05,239.45787048339844,241.08629675958926,238.25903569310344,239.76756781945676,54870400
671,2025-09-08,237.64962768554688,239.91741830634814,236.11111057683257,239.06825064349684,48999500
672,2025-09-09,234.123046875,238.5487492683241,233.13400016518182,236.77047435136637,66313900
673,2025-09-10,226.5703582763672,232.19491077497392,225.73117543382176,231.96513778704139,83440800
674,2025-09-11,229.80722045898438,230.22681187017153,226.43048902665416,226.66027725307507,50208600
675,2025-09-12,233.84332275390625,234.28288383192944,228.79821036620638,228.9980136278554,55824200
676,2025-09-15,236.47076416015625,237.95932665324483,234.80238330570734,236.77047667310174,42699500
677,2025-09-16,237.9193572998047,240.98639147239973,236.09114297984144,236.9502954777413,63421100
678,2025-09-17,238.75856018066406,239.86748583209587,237.4997706474641,238.73857528095925,46508000
679,2025-09-18,237.64962768554688,240.9664044724694,236.4208079152849,239.737599946219,44249600
680,2025-09-19,245.26223754882812,246.06146581163878,239.9773675285625,240.99636870073516,163741300
681,2025-09-22,255.8319854736328,256.3914711896616,247.8797028858207,248.05953649140056,105517400
682,2025-09-23,254.18359375,257.0907792625319,253.33442606621003,255.63220171436936,60275200
683,2025-09-24,252.06564331054688,255.4923293909784,250.79686899703333,254.9728287261993,42303700
684,2025-09-25,256.6212158203125,256.9209435623003,251.466224879955,252.96477212582877,55202100
685,2025-09-26,255.2126007080078,257.3505275669758,253.5342198150173,253.8539172209246,46076300
686,2025-09-29,254.18359375,254.75304905914027,252.76497075706976,254.31347273152574,40127700
687,2025-09-30,254.38340759277344,255.67215158054225,252.8648753735947,254.61318058017173,37704300
688,2025-10-01,255.20260620117188,258.53938316103813,254.6831055272507,254.7929996074261,48713900
689,2025-10-02,256.8809814453125,257.9299523535748,253.9038565188199,256.33149581258533,42630200
690,2025-10-03,257.7701110839844,258.9889308017334,253.70406057825727,254.42336451804394,49155600
691,2025-10-06,256.44140625,258.819106172963,254.80299514816292,257.7401350456914,44664100
692,2025-10-07,256.23162841796875,257.15072039039774,255.18262697514498,256.56129542181253,31955800
693,2025-10-08,257.8100891113281,258.2696351050741,255.8619653198879,256.2715719294531,36496900
694,2025-10-09,253.79396057128906,257.75013209688524,252.8948383011137,257.5603136690899,38322000
695,2025-10-10,245.032470703125,256.13171175032437,243.76369637579657,254.69310389004832,61999100
696,2025-10-13,247.42015075683594,249.44818352992385,245.32217845998096,249.13848619669534,38142900
697,2025-10-14,247.53004455566406,248.60900042906025,244.46301046499008,246.36117950382103,35478000
698,2025-10-15,249.09852600097656,251.5761352503302,247.2303418581919,249.24838988167792,33893600
699,2025-10-16,247.21035766601562,248.79881419551728,244.8926123625184,248.00958596667436,39777000
700,2025-10-17,252.045654296875,253.13461023404025,247.03052706557392,247.77980070207627,49147000
701,2025-10-20,261.98602294921875,264.1239650925819,255.3824390623343,255.64218177653177,90483000
702,2025-10-21,262.5155029296875,265.03308188579996,261.5764108568555,261.6263807259345,46695900
703,2025-10-22,258.19970703125,262.5954395959732,255.18261234613632,262.3956210979312,45015300
704,2025-10-23,259.3285827636719,260.36758405794774,257.76012648314656,259.68824995662277,32754900
705,2025-10-24,262.56549072265625,263.87421967110856,258.9290010880386,260.93706434715574,38253700
706,2025-10-27,268.5496520996094,268.8593494221352,264.3936774471076,264.6234656652487,44888200
707,2025-10-28,268.7394714355469,269.6286240979669,267.8902885694659,268.7294713644567,41534800
708,2025-10-29,269.4388122558594,271.1471476128123,266.85129379808274,269.01920560410514,51086700
709,2025-10-30,271.13714599609375,273.87451306817263,268.2199910571769,271.72657092903916,69886500
710,2025-10-31,270.108154296875,277.05143573891627,268.89933466249033,276.721738255342,86167100
711,2025-11-03,268.7894287109375,270.5877038096653,265.9921525413924,270.15812755648943,50194600
712,2025-11-04,269.7784729003906,271.22705027239556,267.36080327265466,268.0701070960229,49274800
713,2025-11-05,269.8783874511719,271.43687417180433,266.67147434431234,268.3498399683747,43683100
714,2025-11-06,269.50872802734375,273.1352174017799,267.6305743388968,267.6305743388968,51204000
715,2025-11-07,268.2099914550781,272.02629915101613,266.51162568814635,269.5386899523433,48227400
716,2025-11-10,269.42999267578125,273.7300109863281,267.4599914550781,268.9599914550781,41312400
717,2025-11-11,275.25,275.9100036621094,269.79998779296875,269.80999755859375,46208300
718,2025-11-12,273.4700012207031,275.7300109863281,271.70001220703125,275.0,48398000
719,2025-11-13,272.95001220703125,276.70001220703125,272.0899963378906,274.1099853515625,49602800
720,2025-11-14,272.4100036621094,275.9599914550781,269.6000061035156,271.04998779296875,47431300
721,2025-11-17,267.4599914550781,270.489990234375,265.7300109863281,268.82000732421875,45018300
722,2025-11-18,267.44000244140625,270.7099914550781,265.32000732421875,269.989990234375,45677300
723,2025-11-19,268.55999755859375,272.2099914550781,265.5,265.5299987792969,40424500
724,2025-11-20,266.25,275.42999267578125,265.9200134277344,270.8299865722656,45823600
725,2025-11-21,271.489990234375,273.3299865722656,265.6700134277344,265.95001220703125,59030800
726,2025-11-24,275.9200134277344,277.0,270.8999938964844,270.8999938964844,65585800
727,2025-11-25,276.9700012207031,280.3800048828125,275.25,275.2699890136719,46914200
728,2025-11-26,277.54998779296875,279.5299987792969,276.6300048828125,276.9599914550781,33431400
729,2025-11-28,278.8500061035156,279.0,275.989990234375,277.260009765625,20135600
730,2025-12-01,283.1000061035156,283.4200134277344,276.1400146484375,278.010009765625,46587700
731,2025-12-02,286.19000244140625,287.3999938964844,282.6300048828125,283.0,53669500
732,2025-12-03,284.1499938964844,288.6199951171875,283.29998779296875,286.20001220703125,43538700
733,2025-12-04,280.70001220703125,284.7300109863281,278.5899963378906,284.1000061035156,43989100
734,2025-12-05,278.7799987792969,281.1400146484375,278.04998779296875,280.5400085449219,47265800
735,2025-12-08,277.8900146484375,279.6700134277344,276.1499938964844,278.1300048828125,38211800
736,2025-12-09,277.17999267578125,280.0299987792969,276.9200134277344,278.1600036621094,32193300
737,2025-12-10,278.7799987792969,279.75,276.44000244140625,277.75,33038300
738,2025-12-11,278.0299987792969,279.5899963378906,273.80999755859375,279.1000061035156,33248000
739,2025-12-12,278.2799987792969,279.2200012207031,276.82000732421875,277.8999938964844,39532900
740,2025-12-15,274.1099853515625,280.1499938964844,272.8399963378906,280.1499938964844,50409100
741,2025-12-16,274.6099853515625,275.5,271.7900085449219,272.82000732421875,37648600
742,2025-12-17,271.8399963378906,276.1600036621094,271.6400146484375,275.010009765625,50138700
743,2025-12-18,272.19000244140625,273.6300048828125,266.95001220703125,273.6099853515625,51630700
744,2025-12-19,273.6700134277344,274.6000061035156,269.8999938964844,272.1499938964844,144632000
745,2025-12-22,270.9700012207031,273.8800048828125,270.510009765625,272.8599853515625,36571800
746,2025-12-23,272.3599853515625,272.5,269.55999755859375,270.8399963378906,29642000
747,2025-12-24,273.80999755859375,275.42999267578125,272.20001220703125,272.3399963378906,17910600
748,2025-12-26,273.3999938964844,275.3699951171875,272.8599853515625,274.1600036621094,21521800
749,2025-12-29,273.760009765625,274.3599853515625,272.3500061035156,272.69000244140625,23715200
750,2025-12-30,273.0799865722656,274.0799865722656,272.2799987792969,272.80999755859375,22139600
751,2025-12-31,271.8599853515625,273.67999267578125,271.75,273.05999755859375,27293600
752,2026-01-02,271.010009765625,277.8399963378906,269.0,272.260009765625,37822400
